	filename	num_persons	drama	mean_sentence_length	speech_lengths	speech_length_span	speech_length_stdev	regression_prediction
126	gen395.txt	1	"['PRINZESSIN: Zuerst Tomaten-Bratkartoffel. Dann Fleisch und Fisch, dann Salat und Gemüse, dann alles zusammen. Wilhelmshaus,: Ja, wenn das wahr ist.', ' BÜRGERMEISTER: Das war ja schon so. Wilhelmshaus,: Das war doch auch so.', "" BÜRGERMEISTER: Da hatt'ich's ja schon wieder vergessen. Wilhelmshaus,: Das war ja so... aber ich hab'ja doch immer gewußt, was ich weiß""]"	16.666666666666668	[19, 11, 20]	9	4.932882862316247	0.07780763995258333
127	gen22.txt	1	['PRINZESSIN: Zuerst Tomaten und ein wenig Zwiebeln, dann Salat, dann Salat, dann Salat. Valeri, ihre Tochter.: Und ich? Valer, seine Tochter.: Ich? – – Valer, seine Tochter.: Das ist eine Art von Krankheit, eine Krankheit, die mir so oft vor den Kopf gestiegen ist. Valer, seine Tochter.: Aber das ist nicht möglich, denn ich sehe nicht den Weg, den er gehen soll – das ist die Art, wie sich ein Vater um seine Tochter']	0.0	[73]	0		0.4416640900285657
128	gen236.txt	3	['PRINZESSIN: Zuerst Tomaten...', ' LIPS: Das ist nicht zu arg...', ' SCHOLZ: Na!....', ' LIPS: Und das sind die beiden Dinger...', ' SCHOLZ: Ja, ja! – Das ist auch eine hübsche Sache ; das ist ja ein sehr schönes Ding...', ' LIPS: Das ist nicht wahr...', ' SCHOLZ: Aber du mußt dir nur einmal eine Karte zurechtgelegt haben, daß du dich']	6.857142857142858	[2, 5, 1, 6, 17, 4, 13]	16	5.9281411203561225	-0.33140567385073444
129	gen222.txt	3	"['PRINZESSIN: Zuerst Tomaten und dann Salat, und so weiter!', "" FLEDERMAUS: Das wird ein guter Anfang, und der ist der, wo's beliebt!"", "" WERNER: Und wenn die Suppe gar zu schlecht ist, so muß ich's wohl in die Suppe tun."", ' FLEDERMAUS: Aber, was denn?', ' WERNER: Nun, da muß ich gleich die Suppe machen.', "" FLEDERMAUS: Nun, was gibt's denn?"", ' WERNER:']"	7.142857142857142	[8, 11, 16, 3, 8, 4, 0]	16	5.367450401216933	0.6876524713813414
130	gen286.txt	2	['PRINZESSIN: Zuerst Tomaten, dann Zwiebeln – die sind doch nicht so leicht zu zerreiben als du, und die werden dich nicht mehr halten.', ' FRAUGLAUBELEICHTIN: Du mußt dich nur auf einen Stuhl setzen.', ' FRAUGLAUBELEICHTIN: Was willst du denn?', ' FRAUGLAUBELEICHTIN: Du weißt es selbst nicht.', ' FRAUGLAUBELEICHTIN: Ich glaube nicht, daß du so einen Mann so lieben kannst']	10.0	[22, 8, 4, 5, 11]	18	7.245688373094718	0.04614045744855266
131	gen292.txt	3	['PRINZESSIN: Zuerst Tomaten, dann Pfeffer, dann Zimt, dann Nelken.', ' ZENTURION:', ' O! o! das schmeckt mir nicht!', ' ZENTURION: Ei! ei! ei! das schmeckt mir nicht!', ' ZENTURION: Ei! ei! ei! das schmeckt mir nicht!', ' ZENTURION: Ei! ei! das schmeckt mir nicht!', ' ZENTURION: Ei! ei! ei!', ' ZENTURION: Ei! ei! ei!']	4.857142857142857	[8, 0, 7, 7, 6, 3, 3]	8	2.9113897843110044	0.22808493860027604
132	gen245.txt	3	['PRINZESSIN: Zuerst Tomaten und ein Stückchen Salz, dann Salat und Salat ; dann ein Glas Pfeffer und einen Kuß ; und dann ein Glas Pfeffer und eine Tasse Essig.', ' HERRVON', ' KRÖMERL: Und dann eine halbe Flasche Rotwein, und dann zwei Flaschen Champagner für den Herrn von Zeller.', ' FELDKARN: So? und wenn Sie wollen, so wollen Sie sich ein Glas Wein holen lassen, das wir Ihnen auftischen sollen.', ' HERRVON', ' KRÖMER']	21.0	[28, 16, 19]	12	6.2449979983983965	0.4385115292404968
133	gen251.txt	2	"['PRINZESSIN: Zuerst Tomaten, dann Pfeffer, dann Salat, dann Salat Und dann Salat, dann Salat.', ' VIERTERDIENER: Die Suppe ist fertig.', "" VIERTERDIENER: Die Suppe wird fertig. Ich hab's euch auch schon vorgesetzt.""]"	9.0	[13, 4, 10]	9	4.58257569495584	1.1468683464384055
134	gen279.txt	4	['PRINZESSIN: Zuerst Tomaten und Knoblauch, und das andere Fleisch.', ' BRAUS: Ei! Das ist ja sehr geschmackvoll!', ' HANS: Was für ein Geschmack! Er ist doch nicht so geschmackvoll wie das?', ' HANS: Er wird sich wohl zu etwas zwingen lassen, wenn er auch nicht so geschmackvoll ist wie der! Es kann ja doch nicht anders sein! Es ist mir auch so, als ob ich die Natur so lieb hätte, wenn sie es nicht mit der Kunst hätte!', ' BRA']	17.75	[8, 6, 12, 45]	39	18.33712082089225	0.05862606177833779
135	gen494.txt	3	['PRINZESSIN: Zuerst Tomaten und dann Sauce und Zwiebeln, das ist ein gutes Zeichen!', ' KELLER: Ich danke Ihnen für die Einladung!', ' WILHELMINE: Sie werden mich nicht vergessen.', ' KELLER: Aber ich bitte, erlauben Sie, daß ich mit Ihnen spreche.', ' WILHELMINE: Das ist ein hübsches Geschenk.', ' KELLER: Es ist für uns ein Geschenk, das man nicht in der Tasche trägt.', ' WILHELMINE:']	7.2857142857142865	[12, 6, 5, 10, 5, 13, 0]	13	4.6084807950229365	0.17960290849963972
136	gen45.txt	2	['PRINZESSIN: Zuerst Tomaten und Salat und ein Glas Wein – Dann die Kirschen –', ' CÄCAGNO: Das ist ein hübscher Bursch – Er soll mir die Kirschen und Salat bringen!', ' DONDIEGO: Das war ein schönes Fest –', ' DONDIEGO: Ich danke! – Er soll mir einen Salat geben.', ' DONDIEGO: Und wenn er mir die Kirschen und Salat bringen soll, so ist er mir gleich gut gefallen. Sieht nach einer Pause']	12.6	[13, 14, 6, 9, 21]	15	5.683308895353129	0.3236438222737797
137	gen51.txt	4	"['PRINZESSIN: Zuerst Tomaten und Salat, später Salat.', "" FRAUGLAUBELEICHTIN: Ich hab'mich in der Küche umsehen."", ' FRAUMARTHE: Und du bist nicht da? Paaren und Bekannten.', "" KELLNER: Das ist sehr einfach. Es ist doch auch die ganze Welt so klein. Ich habe die ganze Welt so zusammengeschrumpft, das hab'ich noch nie erlebt."", ' FRAUGLAUBELEICHTIN: Und du, was hast du denn da für']"	10.6	[6, 6, 8, 25, 8]	19	8.1117199162693	0.3126098334025725
138	gen480.txt	2	"['PRINZESSIN: Zuerst Tomaten und Knoblauch mit dem Knoblauch.', ' FRAUSELICKE: Das ist nicht das rechte.', ' FRAUSELICKE: So?...', ' FRAUSELICKE: Ja, ja, ja!...', ' FRAUSELICKE: Ei, ja!...', "" FRAUSELICKE: Ich kann mich nich so scheu'rumspielen ; das wird ein hübscher Spaß seyn."", ' FRAUSELICKE: Das ist nicht so']"	5.0	[7, 5, 1, 3, 2, 13, 4]	12	4.0414518843273814	-0.07651659167456631
139	gen79.txt	4	['PRINZESSIN: Zuerst Tomaten –', ' FRAUWILHELMINE: Was ist das für eine Art von Gemüse, Herr Professor?', ' FERNER: Es soll eine sehr große Wirkung haben –', ' FERNER: Ich denke, es ist ein sehr gutes Gewächs für den Winter.', ' GOLLWITZ: Ei, was ist das für eine Art von Gewächs, Herr Professor?', ' FERNER: Ich denke immer, es ist eine Art von Gewächs, das sich vor der Nase aufträgt.']	9.666666666666666	[3, 10, 8, 11, 11, 15]	12	3.9832984656772417	0.3728210092801459
140	gen457.txt	1	['PRINZESSIN: Zuerst Tomaten und Kartoffeln.']	0.0	[4]	0		0.198941829234209
141	gen331.txt	1	['PRINZESSIN: Zuerst Tomaten, dann Salat und dann die Sauce.']	0.0	[8]	0		0.9190906173579884
142	gen86.txt	4	['PRINZESSIN: Zuerst Tomaten und die Zwiebeln und dann die Bohnen und Bohnen.', ' MEPHISTOPHELES: Ei, das ist wahrhaft wahr...', ' MARGARETE: Ja, ja...', ' MEPHISTOPHELES: Ich weiß, wie Sie sich verhalten.', ' MARGARETE: Ich danke Ihnen. Sie wissen, daß ich mich in Ihrem Hause nicht so behaglich fühle. Ich danke Ihnen. Sie werden mich nicht so leicht wieder verlassen.', ' MEP']	10.0	[11, 5, 2, 6, 26]	24	9.513148795220225	0.3537220842859517
143	gen325.txt	3	['PRINZESSIN: Zuerst Tomaten aus der Schale schneiden, dann Knoblauchpulver mit Salz bestreuen.', ' FRAUGLAUBELEICHTIN: Wenn du nur nicht böse bist.', ' GIESECKE: Ich bin ein Mensch, aber der Mann ist nicht der Mann.', ' FRAUGLAUBELEICHTIN: So?', ' GIESECKE: Ich weiß wohl, daß der alte Mann der erste ist.', ' FRAUGLAUBELEICHTIN: Der ist ein Mann, aber ein Mann']	7.666666666666668	[11, 6, 11, 1, 10, 7]	10	3.8815804341359033	0.06430165632715923
144	gen92.txt	1	['PRINZESSIN: Zuerst Tomaten mit dem Zucker, Dann Salat, und dann Salat mit Salat.']	0.0	[12]	0		1.050749941086174
145	gen443.txt	4	['PRINZESSIN: Zuerst Tomaten und Salat. – So, nun – und dann – –', ' VINCENTIUSLADISZLAUS: Ei was, das kann ich nicht leiden.', ' SIRJOHN: Das ist ein sehr interessanter, edler junger Mann, der das ganze Haus kennt. –', ' VINCENTIUSLADISZLAUS: Das wäre ja eine recht angenehme Sache. –', ' SIRJOHN: So? –', ' VINCENTIUS']	8.6	[12, 7, 14, 8, 2]	12	4.669047011971501	0.21963143419649436
146	gen319.txt	3	['PRINZESSIN: Zuerst Tomaten und die Zwiebel.', ' SCHENK: Wie?', ' GROSSKOPF: Sie haben doch nicht die Absicht, mich zu beleidigen?', ' SCHENK: Es ist doch ein Irrtum, daß man Ihnen das nicht vorwerfen kann...', ' GROSSKOPF: Aber warum sollten Sie sich denn gegen einen Menschen empören?', ' SCHENK: Weil ich Sie beleidige. Es gibt Dinge, die sind es nicht, die Sie beleidigen können.']	8.666666666666666	[5, 1, 9, 12, 10, 15]	14	5.00666222813829	0.24081506586835635
147	gen133.txt	4	"['PRINZESSIN: Zuerst Tomaten, dann Knoblauch, dann Salat.', "" HASEMANN: Ich bitte, gnäd'ger Herr, die Kartoffeln werden sich in der Küche sehr gut befinden."", "" GUNNAR: Und das ist gut, gnäd'ger Herr, die Kartoffeln sind sehr gut. –"", ' HAUSMEISTER: Wie heißt denn das?', ' GUNNAR: » Das «... das heißt » Das «. –', ' HASEMANN: Was soll das heißen : Das ist eine Art von']"	9.166666666666666	[6, 14, 12, 4, 9, 10]	10	3.710345895825168	0.325155722168113
148	gen127.txt	1	"[""PRINZESSIN: Zuerst Tomaten, dann Knoblauch, dann Pfeffer. Golo, Ritter von Drachenfels.: Ich hab'dir's gleich gesagt. Ich hab'die Ehre, den jungen Herrn zu begrüßen. Ritter,: Das ist ein guter Freund, ich will ihm nicht viel sagen. Golo, Ritter von Drachenfels.: Und wenn er nicht mit der Zeit fort ist, so soll er auch kein Wort mehr davon halten. Ritter,: Ich bin auch nicht so neugierig, ob ich nicht vielleicht einen Augenblick hier""]"	0.0	[70]	0		0.2177253736356744
149	gen126.txt	3	['PRINZESSIN: Zuerst Tomaten und Kartoffeln, dann Kartoffeln und Salat, dann Salat, zuletzt Salat und Salat.', ' KARBINA: Ich kann mich nicht genug mit dem Essen abfinden, wenn ich nicht auf der Straße bin.', ' ZARLITZ: Das ist ein großer Fehler!', ' KARBINA: Es ist wahr, der Mensch kann nicht essen ohne Brot.', ' ZARLITZ: Aber was essen denn die Herren?', ' KARBINA: Das Essen ist sehr delikat, und']	9.5	[14, 16, 5, 10, 6, 6]	11	4.636809247747852	0.5521177596127034
150	gen132.txt	1	['PRINZESSIN: Zuerst Tomaten und Knoblauch, dann Salat und Salat, dann Salat und Salat, dann Kartoffeln und Bohnen, dann Salat und Kohl, dann Salat und Salat, dann Salat und Salat, dann Salat und Salat, dann Salat und Kohl, dann Salat und Salat, dann Salat und Salat und dann Salat, dann Salat und Salat, dann Salat, dann Salat und Salat, dann Salat und Salat, dann Salat und Salat, dann Salat und Salat. Und nun Salat – nun Salat und Salat, Salat und Salat – nun Salat und']	0.0	[84]	0		1.3760486545177937
151	gen318.txt	1	['PRINZESSIN: Zuerst Tomaten und Pfeffer, das soll dir schmecken, dann ein Glas Wein, und dann das Salz mit der Salzsuppe. – Wenn du aber doch noch einen andern Appetit hast, so will ich dir einen Salat aus dem Munde geben.']	0.0	[39]	0		-0.05272250142778817
152	gen93.txt	2	['PRINZESSIN: Zuerst Tomaten, dann Salat.', ' GOLDÜRSTIN: Das ist ein schöner Name, und so viel ist doch noch ein wenig zu viel.', ' GOLDÜRSTIN: Wenn du es nur nicht glaubst!', ' GOLDÜRSTIN: Aber was ist denn der Unterschied zwischen den Sorten?', ' GOLDÜRSTIN: Das ist eine ganz andere Sache : der Salat ist ein großer Unterschied.', ' GOLDÜRSTIN: Was für ein Unterschied?', ' G Baujahr']	8.5	[4, 15, 6, 9, 13, 4]	11	4.679743582719036	0.3964798933823413
153	gen324.txt	1	['PRINZESSIN: Zuerst Tomaten!']	0.0	[2]	0		1.3751915717286067e-09
154	gen442.txt	2	"[""PRINZESSIN: Zuerst Tomaten und Salat. Und dann die Suppe. Ich denke, Sie sollten sich nicht lange aufhalten. Das wird eine gute Sache sein. Und dann wird's ein gutes Zeichen sein –"", ' KÄTHCHEN: Das ist ein gutes Zeichen. Ich werde mich auf die Seite legen. Lulu.: Was für ein Zeichen? –', ' KÄTHCHEN: Eine schöne Person, die mir eine große Freude macht ; ich glaube, sie macht sich eine Ehre daraus, mir eine große Freude zu machen.', ' L']"	24.0	[30, 18, 24]	12	6.0	0.4204266565790197
155	gen456.txt	3	['PRINZESSIN: Zuerst Tomaten – ich habe sie nicht gesehn, sie sind sehr schön und haben eine zarte Nase, aber die Nase ist etwas stumpf, die Nase ist etwas stumpf, und ich habe mich so sehr nach dem Essen umgesehen. Sie sind also wirklich gut gelaunt?', ' DERMONSIEUR: Ja, und ich habe es Ihnen gesagt, Herr Major, Sie sollten die ganze Zeit an einem Sonntag essen.', ' DERMONSIEUR: Das ist eine ganz besondere Person!', ' DERMONSIE']	22.66666666666667	[44, 18, 6]	38	19.42506971244462	0.4264643477575769
156	gen87.txt	2	['PRINZESSIN: Zuerst Tomaten – –?', ' DER', ' KRÄUER: Nein!', ' DER', ' KRÄUER: Das ist eine neue Art von Politik!', ' DER', ' KRÄUER: Das ist eine neue Art von Politik!', ' DER', ' KRÄUER: Das war ein guter Mann, der sich nicht so sehr auf die Politik, sondern auf die politischen Parteien bezog –', ' DER', ' KRÄUER: Das sind die Leute, die sich in den letzten Jahren so sehr geändert haben. Aber']	9.0	[4, 1, 7, 7, 20, 15]	19	7.127411872482184	0.33455977410996984
157	gen330.txt	3	['PRINZESSIN: Zuerst Tomaten, dann Zwiebel, dann Bohnen – Mehlwurm, Hofgärtner.: Das ist mir ein Vergnügen –', ' ROLAND: Das ist ein großes Vergnügen. Das ist ein sehr großes Vergnügen. Mehlwurm, Hofgärtner.: Ein großer Erfolg!', ' ROLAND: Und wenn ich nun mit der Suppe aufwarten wollte? – Ich habe mich mit dem Kellner unterhalten. – Und dann haben Sie mir noch die Suppe gebracht. Mehlwurm, Hofgärtner.: Was?', ' ROL']	20.33333333333333	[15, 16, 30]	15	8.386497083606082	0.2877860566653438
158	gen78.txt	1	['PRINZESSIN: Zuerst Tomaten und dann die Bohnensuppe und dann das Salz.', ' SCHÖN: Na, da kommt sie ja!', ' LÖWENSTERN: Was ist denn?', ' SCHÖN: Na, das ist ja alles nur Einbildung!', ' LÖWENSTERN: Nu, ich habe mich in einem Zimmer umgesehen, und dann habe ich mir die ganze Gegend angesehen.', ' SCHÖN: Und dann habe ich mich mit meinem Sohn umgesehen, und dann wurde ich in der ganzen Gegend']	9.833333333333334	[10, 5, 3, 7, 17, 17]	14	6.0138728508895705	0.0906905980975834
159	gen50.txt	3	"['PRINZESSIN: Zuerst Tomaten, dann Salat, dann Gemüse, dann Käse, dann Reis, dann Kartoffeln, dann Salat.', "" KANZEL: Wie man's nennt, ich bin ganz im Stillen."", ' LIPS: Ich muß gestehen, ich hatte einen ganz anderen Geschmack.', ' KANZEL: Ja, das war der Unterschied in der Art und Weise, die man in einem solchen Leben zu nehmen gewohnt ist.', ' LIPS: Ja, wenn man sich einmal so viel Mühe gibt. Das ist ein']"	12.6	[14, 8, 9, 20, 12]	12	4.774934554525329	0.3349790806523316
160	gen481.txt	4	"['PRINZESSIN: Zuerst Tomaten-Trank –', ' MUTTER: Und wenn sie auch so viel vertragen, als wir – –', "" SCHWIGERLING: So ist's – das ist ja der rechte Weg –"", "" BRAUS: Das war's – aber nicht das –"", ' LÄUBER: Das war das letzte, was ich dir sagte.', ' SCHWIGERLING: Was ist?', ' BRAUS: Nichts von den andern.', "" SCHWIGERLING: Das war's.""]"	5.875	[3, 11, 10, 7, 8, 2, 4, 2]	9	3.6030740843261686	0.2178770859626702
161	gen495.txt	1	"['PRINZESSIN: Zuerst Tomaten und dann Salat?', "" BÄRBEL: Nu, ich hab'schon wieder eine."", "" BÄRBEL: So, ich hab'dir's gleich nachgeschickt."", ' BÄRBEL: Du bist ein großer Kerl, aber ein großer Mann, der dir das ganze Land zu Füßen legt.', ' BÄRBEL: Das ist ja die Geschichte von der Hochzeit?', ' BÄRBEL: Das war eine alte Sage. Sie hat mir gesagt, daß ich den Herrn Grafen von']"	9.166666666666666	[5, 5, 5, 17, 8, 15]	12	5.455883674224247	0.41533896309736296
162	gen44.txt	3	['PRINZESSIN: Zuerst Tomaten, dann Knoblauchpulver, dann Knoblauch, dann Essig und Pfeffer.', ' ZERBINO: Nun ist mir die Zeit zu kostbar, um den Geschmack der Speisen zu verderben, aber ich bitte um die Mühe, damit die Suppe schmecken kann. Er setzt ein paar Tropfen Wasser hinzu und reicht sie dann in den Kochtopf.', ' LADISTE: Und wenn die Suppe kocht, ist es schon zu spät.', ' ZERBINO: Und ich sage dir, die Suppe']	16.25	[10, 39, 10, 6]	33	15.283433296656003	0.3500926053916565
163	gen278.txt	2	['PRINZESSIN: Zuerst Tomatensauce mit einem kleinen Salat und dann Salat und Sauce. Gräfin Terzky.: Ich kann nicht warten, bis Ihr wiederkommt.', ' DORE: Wenn du nur erst wieder kommst. Gräfin Terzky.: Du kannst doch nicht warten. – Ich werde dich schon warten lassen, bis du wiederkommst. – Gräfin Terzky.: Ich muß...', ' DORE: Das wird ein Spaß! Gräfin Terz']	18.0	[20, 28, 6]	22	11.135528725660043	0.3443335870385393
164	gen250.txt	3	['PRINZESSIN: Zuerst Tomaten und Salat.', ' LINDA: Das kann ich nur..ingungen und Bedingungen...', ' DERPRINZ: Ich bin... ein Mensch wie du... ein Mann... ein Mann wie du... ein Mann... ein Mann... ein Mann wie du... ein Mann wie du... ein Mann... ein Mann... ein Mann wie du... ein Mann... ein Mann wie du']	16.0	[4, 6, 38]	34	19.078784028338912	0.19608030272638655
165	gen244.txt	1	['PRINZESSIN: Zuerst Tomaten aus der Erde, dann Kartoffeln aus der Erde.', ' KÖNIG: Sie wollen nicht?', ' KÖNIG: Das ist der einzige Punkt, der uns die Freiheit wiedergeben soll.', ' KÖNIG: Ich will sie nicht! –', ' KÖNIG: Sie wollen nicht? –', ' KÖNIG: Das sind wir nicht, wenn wir nicht leben.', ' KÖNIG: Das sind wir nicht, wenn sie nur leben wollen. – Ich will sie nicht! –', ' KÖNIG: Ich will sie nicht,']	7.5	[10, 3, 11, 5, 4, 8, 15, 4]	12	4.242640687119285	0.2532390571349634
166	gen293.txt	3	['PRINZESSIN: Zuerst Tomaten, dann Knoblauch, dann Kartoffeln und dann Kartoffeln.', ' FRAUMICHAELEICHTIN: Ich will sie mir doch noch einmal aus dem Gesicht reißen lassen.', ' FRAUMICHAELEICHTIN: Ja, ich weiß ; aber die ganze Welt hat mir schon einmal gesagt, daß sie die Pest in die Hände bekommen hat, um sie wieder in ihre Arme zu nehmen.', ' MUTTER', ' LÜCKEL: Ich werde mich schon an die Pest gewöhnen und sie nicht in den Hunger']	16.25	[9, 12, 30, 14]	21	9.394147114027966	0.22796928342649225
167	gen287.txt	2	['PRINZESSIN: Zuerst Tomaten und Knoblauch, dann Kartoffeln und schließlich Salat.', ' KÖLBEL: Sollen wir uns denn endlich mal mit Salat und Salat und Gemüse befassen?', ' HAMMER: Ja, das ist ein guter Anfang.', ' KÖLBEL: Und das Gemüse soll man uns auch nicht zugesetzt haben – –', ' HAMMER: Wir essen ja auch Salat, aber wir wollen nicht essen, weil wir nicht satt sind.', ' KÖLBEL: Es ist eine schöne Sache. Die ganze Wirtschaft']	10.5	[9, 13, 6, 12, 15, 8]	9	3.3911649915626336	0.10421168106522967
168	gen291.txt	1	['PRINZESSIN: Zuerst Tomaten, dann Knoblauch, dann Pfeffer, nun Kartoffeln, dann die Suppe, dann alles, was ich für meine Gesundheit brauche – Ludmilla, seine Tochter.: Was für eine Krankheit, Herr Doktor? – Ludmilla, seine Tochter.: Was für ein Fieber, Herr Doktor, was für ein Fieber? – Ludmilla, seine Tochter.: Das ist ein Fieber! – Ludmilla, seine Tochter.: Was für ein Fieber ist es? Ludm']	0.0	[62]	0		0.3762480429363007
169	gen285.txt	2	['PRINZESSIN: Zuerst Tomaten und Zwiebeln, wenn Sie wollen, und dann eine Prise.', ' LADYFISCHER: Wenn ich nicht irre, ich kann es nicht sagen, das ist nicht wahr, was wir alle miteinander tun, denn wir sind so verschieden und können uns nicht unterscheiden ; wir können uns so unterscheiden, wie wir sind : und wenn wir einander nicht gleich ähnlich sind, wie wir sind, so werden wir uns auch nicht unterscheiden. Und dann haben sie uns einander gleich, und sie sind uns ähnlich ; sie haben']	41.0	[11, 71]	60	42.42640687119285	0.16274704553312275
170	gen252.txt	2	['PRINZESSIN: Zuerst Tomaten aus dem Salat! – So?!', ' HEINRICHDER', ' LÖWE: Da wird er schon fertig, und der Salat wird bald abgehauen, der Herr hat noch ein paar Zeilen zu schreiben.', ' HEINRICHDER', ' LÖWE: Der Salat wird schon fertig.', ' HEINRICHDER', ' LÖWE: Der Salat wird noch fertig, der Herr hat noch ein paar Zeilen zu schreiben, und der Herr wird noch ein paar Zeilen schreiben?', ' HEINRICHDER']	13.75	[7, 20, 5, 23]	18	9.069178573608527	0.409290661442446
171	gen246.txt	2	['PRINZESSIN: Zuerst Tomatensauce. Huckt, Gewürzkrämer, Gärtner,: Ich habe nichts dagegen. Die ganze Stadt weiß, wie sie sich gegen meine Krankheit wehrt, denn ich bin krank geworden, und wenn ich nur eine Weile bei meinem Vater geblieben wäre – ich hätte mich nie so viel von mir trennen sollen –', ' ZIERMANN: Wenn es möglich ist, so werde ich es nicht tun. Huckt, Gewürzkrämer, Gärtner,: Dann werden Sie es wohl auch tun ; Sie']	35.0	[48, 22]	26	18.384776310850235	0.6212534386772912
172	gen483.txt	2	['PRINZESSIN: Zuerst Tomaten...', ' FRAUBULLER: Ich bin ja nicht allein...', ' LÜSTLING: So...?...! Das war ja auch die Idee...', ' FRAUBULLER: Ja ja, ja...', ' FRAUBULLER: Und dann...?', ' LÜSTLING: Dann... und dann...?', ' FRAUBULLER: Und dann...?']	3.4285714285714284	[2, 5, 7, 3, 2, 3, 2]	5	1.902379462422684	-0.008684165871267857
173	gen52.txt	3	['PRINZESSIN: Zuerst Tomaten, dann Gemüse und Kräuter.', ' HERRVONWALLENFELD: Ich muß erst das Salz schmecken – Ludmilla, ihre Tochter: Ich danke euch, meine Freunde, für euer großes Glück, daß ihr mir so viel Freude machen wollt –', ' HERRVONWALLENFELD: Nun ist es aus. Ludmilla, ihre Tochter: Ich will Euch die Geschichte noch erzählen –', ' HERRWALLENFELD: Es']	12.5	[6, 28, 15, 1]	27	11.846237095944574	0.4897602282129414
174	gen46.txt	3	['PRINZESSIN: Zuerst Tomaten.', ' MILHILDE: Sie haben recht.', ' LUCIFER: Es ist ja ein Wunder, das ich von einem solchen Herrn nicht zu hoffen habe.', ' MILHILDE: Ich hoffe doch, daß ich noch in einem andern Punkte wieder zu Ihnen kommen werde. Es ist ein sonderbarer Umstand. Sie können doch nicht wissen, daß ich Sie hier vor meinem Tode gesehen habe?', ' LUCIFER: Das ist gewiß. Sie scheinen mir so sehr besorgt um mich']	13.0	[2, 3, 15, 34, 11]	32	12.942179105544785	0.12627681917597816
175	gen497.txt	1	['PRINZESSIN: Zuerst Tomaten und Salat.']	0.0	[4]	0		0.8045167807245064
176	gen440.txt	3	['PRINZESSIN: Zuerst Tomaten aus der Schale machen.', ' FRAUGLAUBELEUS: Ich kann mir das nicht denken.', ' MEPHISTOPHELES: Aber, was ist die Sache?', ' FRAUGLAUBELEUS: Ein Mensch, der sich in einem Menschenleben, das heißt in der Familie, eine gewisse geistige Kraft und geistige Freiheit zu erhalten sucht, die er sich selbst nicht erkaufen kann ; wenn er das nicht erfährt, wird er es auch nicht erkaufen.']	14.5	[6, 6, 5, 41]	36	17.672954855748753	-0.18339964400803335
177	gen326.txt	1	['PRINZESSIN: Zuerst Tomaten, dann Salat, dann Käse, und dann Salat – so – jetzt ist es vorbei – dann wird es vorbei sein – es war eine Zeit – da war der Krieg da – es war so eine Zeit. Aber ich habe mich nicht zu trösten gewußt Freiwilliger war ich nicht. Und ich hatte das Gefühl, ein anderer war da, ich konnte nicht mehr anders. – Aber es war so eine Zeit. Da war der Krieg da – ich war da – und ich habe mich gewundert, was']	0.0	[88]	0		0.3208011702699598
178	gen91.txt	1	['PRINZESSIN: Zuerst Tomatensauce. Und dann Salat dazu, und dann Salat. Das ist alles schon fertig.']	0.0	[14]	0		0.3535071174307557
179	gen332.txt	1	['PRINZESSIN: Zuerst Tomaten und Kartoffeln, zweitens Essig und schließlich Salat. Da ist ein großes, großes Haus, das sich im Herzen von der Straße bis zur Straße erstrecken kann, und in dem das ganze Jahr über große Summen an Geld ausgegeben werden.']	0.0	[40]	0		0.13759625512960333
180	gen85.txt	1	['PRINZESSIN: Zuerst Tomaten! –', ' KÄMMERER: Was ist dir, Freund? Was istween, Freund? –', ' KÄMMERER: Ich will dich nicht stören.', ' KÄMMERER: Was?', ' KÄMMERER: Laßt mich allein, mein Freund, nur noch ein kleines Wort!', ' KÄMMERER: Ich bitte dich! Sieh mich an! –', ' KÄMMERER: Was soll ich dir sagen von dir!', ' KÄ']	5.857142857142858	[3, 8, 5, 1, 10, 7, 7]	9	3.0783421635988546	0.14992265195671722
181	gen454.txt	3	['PRINZESSIN: Zuerst Tomaten mit Knoblauch und Pfeffer, dann mit dem Knoblauch.', ' FERNIN: Das ist mir noch nicht eingefallen.', ' JOHANNES: So, jetzt geht es gleich los, wie du es meinst, und dann geht es gleich los.', ' FERNIN: Das geht nicht. Es geht nicht los.', ' JOHANNES: Und jetzt ist es schon los, was geht denn das wieder?', ' FERNIN: Es geht doch gleich los, du siehst ja wohl, was ich']	10.166666666666666	[10, 6, 16, 7, 11, 11]	10	3.544949458972112	0.2735674871937308
182	gen468.txt	4	['PRINZESSIN: Zuerst Tomaten und Knoblauch.', ' FRAU', ' BÜRGERMEISTER: Die werden wohl bald fertig sein.', ' GOLLWITZ: Sie werden bald fertig sein, aber die Suppe wird bald fertig sein.', ' FRAUFAUST: Die Suppe wird bald fertig sein.', ' GOLLWITZ: Wie? Ich muß den Koch bitten, daß er mir die Suppe aufsetzen möchte. Ich kann die Suppe nicht mehr kochen. Ich werde sie gleich mit dem Koch zubereiten.', ' FRAU', ' BÜRGERME']	11.2	[4, 6, 12, 6, 28]	24	9.85900603509299	0.4685182618132834
